Name_sequence	Genome_length	Virus_name	Complete_segment_name
NC_013230	2241	Mammalian orthoreovirus 3	Mammalian orthoreovirus 3, segment M3
NC_013772	176677	Pseudalatia unipuncta granulovirus	Pseudalatia unipuncta granulovirus, complete genome
NC_011645	37456	Bacillus phage TP21-L	Bacillus phage TP21-L, complete genome
NC_020863	129155	Vibrio phage PWH3a-P1	Vibrio phage PWH3a-P1, complete genome
NC_013804	145289	Pseudocowpox virus	Pseudocowpox virus, complete genome
NC_008030	190054	Nile crocodilepox virus	Nile crocodilepox virus, complete genome
NC_015279	190789	Synechococcus phage S-SM2	Synechococcus phage S-SM2, complete genome
NC_015280	181044	Prochlorococcus phage P-HM1	Prochlorococcus phage P-HM1, complete genome
NC_014396	3885	Rift Valley fever virus	Rift Valley fever virus, segment M
NC_013232	1331	Mammalian orthoreovirus 3	Mammalian orthoreovirus 3, segment S2
NC_015281	179563	Synechococcus phage S-ShM2	Synechococcus phage S-ShM2, complete genome
NC_015282	174079	Synechococcus phage S-SM1	Synechococcus phage S-SM1, complete genome
NC_015284	183806	Prochlorococcus phage P-HM2	Prochlorococcus phage P-HM2, complete genome
NC_015286	175230	Synechococcus phage Syn19	Synechococcus phage Syn19, complete genome
NC_011055	76312	Mycobacterium virus Porky	Mycobacterium virus Porky, complete genome
NC_011056	75811	Mycobacterium virus Kostya	Mycobacterium virus Kostya, complete genome
NC_005856	94800	Escherichia virus P1	Escherichia virus P1, complete genome
NC_011202	34794	Human mastadenovirus B	Human mastadenovirus B, segment NC_011202
NC_007647	13952	Oryza sativa alphaendornavirus	Oryza sativa alphaendornavirus, complete genome
NC_007649	13936	Oryza rufipogon alphaendornavirus	Oryza rufipogon alphaendornavirus, complete genome
NC_006936	36674	Lactobacillus virus phiJL1	Lactobacillus virus phiJL1, complete genome
NC_019918	92777	Pseudomonas phage vB_PaeM_C2-10_Ab1	Pseudomonas phage vB_PaeM_C2-10_Ab1, complete genome
NC_013229	3888	Mammalian orthoreovirus 3	Mammalian orthoreovirus 3, segment L3
NC_013233	1198	Mammalian orthoreovirus 3	Mammalian orthoreovirus 3, segment S3
NC_001437	10976	Japanese encephalitis virus	Japanese encephalitis virus, complete genome
NC_024212	55726	Enterococcus phage VD13	Enterococcus phage VD13, complete genome
NC_015288	191195	Prochlorococcus phage Syn1	Prochlorococcus phage Syn1, complete genome
NC_015289	176184	Synechococcus phage S-SSM5	Synechococcus phage S-SSM5, complete genome
NC_015290	182180	Prochlorococcus phage P-SSM7	Prochlorococcus phage P-SSM7, complete genome
NC_015293	30651	Pseudoalteromonas phage H105/1	Pseudoalteromonas phage H105/1, complete genome
NC_015295	47279	Erwinia phage phiEt88	Erwinia phage phiEt88, complete genome
NC_015287	232878	Synechococcus phage S-SSM7	Synechococcus phage S-SSM7, complete genome
NC_003138	8303	Blueberry red ringspot virus	Blueberry red ringspot virus, complete genome
NC_003214	40900	Sulfolobus islandicus filamentous virus	Sulfolobus islandicus filamentous virus, complete genome
NC_003417	11411	Mayaro virus	Mayaro virus, complete genome
NC_006431	9149	Cryphonectria hypovirus 4	Cryphonectria hypovirus 4, complete genome
NC_005178	37611	Pseudomonas virus D3112	Pseudomonas virus D3112, complete genome
NC_013234	1098	Mammalian orthoreovirus 3	Mammalian orthoreovirus 3, segment S4
NC_005950	3024	Snow goose hepatitis B virus	Snow goose hepatitis B virus, complete genome
NC_008059	2605	Sida mosaic Sinaloa virus	Sida mosaic Sinaloa virus, segment DNA A
NC_006548	38439	Pseudomonas phage B3	Pseudomonas phage B3, complete genome
NC_004012	8451	Garlic virus E	Garlic virus E, complete genome
NC_004190	675	Colorado tick fever virus	Colorado tick fever virus, segment 12
NC_004176	2735	Yellowtail ascites virus	Yellowtail ascites virus, segment B
NC_005890	3051	Sheldgoose hepatitis B virus	Sheldgoose hepatitis B virus, complete genome
NC_013999	11563	Phlebiopsis gigantea mycovirus dsRNA 1	Phlebiopsis gigantea mycovirus dsRNA 1, complete genome
NC_009597	18098	Pyrococcus abyssi virus 1	Pyrococcus abyssi virus 1, complete genome
NC_024206	38269	Lactobacillus phage phi jlb1	Lactobacillus phage phi jlb1, complete genome
NC_004008	3158	Broad bean mottle virus	Broad bean mottle virus, segment RNA 1
NC_003480	2056	Apple mosaic virus	Apple mosaic virus, segment RNA 3
NC_003795	8832	Shallot virus X	Shallot virus X, complete genome
NC_021560	53102	Rhizobium phage RR1-A	Rhizobium phage RR1-A, complete genome
NC_002015	356	Chrysanthemum stunt viroid	Chrysanthemum stunt viroid, complete genome
NC_019911	42406	Yersinia phage phi80-18	Yersinia phage phi80-18, complete genome
NC_007217	30889	Haloarcula hispanica virus SH1	Haloarcula hispanica virus SH1, complete genome
NC_005294	42935	Streptococcus phage EJ-1	Streptococcus phage EJ-1, complete genome
NC_005340	30636	Salmonella virus PsP3	Salmonella virus PsP3, complete genome
NC_004086	35450	Sulfolobus islandicus rod-shaped virus 2	Sulfolobus islandicus rod-shaped virus 2, complete genome
NC_002795	8657	Aconitum latent virus	Aconitum latent virus, complete genome
NC_009759	8404	Potato virus P	Potato virus P, complete genome
NC_001909	31754	Lactococcus virus bIL170	Lactococcus virus bIL170, complete genome
NC_001748	6656	Papaya mosaic virus	Papaya mosaic virus, complete genome
NC_008363	28538	Lactococcus virus P008	Lactococcus virus P008, complete genome
NC_003377	9515	Maize dwarf mosaic virus	Maize dwarf mosaic virus, complete genome
NC_004426	9878	Wild potato mosaic virus	Wild potato mosaic virus, complete genome
NC_010179	40881	Lactobacillus prophage Lj771	Lactobacillus prophage Lj771, complete genome
NC_001332	6744	Escherichia virus I22	Escherichia virus I22, complete genome
NC_014457	59199	Clostridium phage phiCTP1	Clostridium phage phiCTP1, complete genome
NC_029048	131704	Clostridium phage phiCD211	Clostridium phage phiCD211, complete genome
NC_007044	34334	Microplitis demolitor bracovirus	Microplitis demolitor bracovirus, segment O
NC_002604	6827	Botrytis virus F	Botrytis virus F, complete genome
NC_007346	407339	Emiliania huxleyi virus 86	Emiliania huxleyi virus 86, complete genome
NC_005906	81755	Neodiprion lecontei nucleopolyhedrovirus	Neodiprion lecontei nucleopolyhedrovirus, complete genome
NC_005902	186250	Lymphocystis disease virus - isolate China	Lymphocystis disease virus - isolate China, complete genome
NC_012957	7982	Salivirus NG-J1	Salivirus NG-J1, complete genome
NC_003772	3195	Rice dwarf virus	Rice dwarf virus, segment 3
NC_003692	1311	Pariacoto virus	Pariacoto virus, segment NC_003692
NC_003724	3134	Potato mop-top virus	Potato mop-top virus, segment RNA 3
NC_003603	4019	Groundnut rosette virus	Groundnut rosette virus, complete genome
NC_004908	1714	Influenza A virus (A/Hong Kong/1073/99(H9N2))	Influenza A virus (A/Hong Kong/1073/99(H9N2)), segment 4
NC_004313	40149	Salmonella phage ST64B	Salmonella phage ST64B, complete genome
NC_004831	43769	Salmonella virus SP6	Salmonella virus SP6, complete genome
NC_001482	9474	Feline immunodeficiency virus	Feline immunodeficiency virus, complete genome
NC_001802	9181	Human immunodeficiency virus 1	Human immunodeficiency virus 1, complete genome
NC_003742	9663	Cocksfoot streak virus	Cocksfoot streak virus, complete genome
NC_010495	45051	Salmonella phage Vi II-E1	Salmonella phage Vi II-E1, complete genome
NC_001410	247	Avocado sunblotch viroid	Avocado sunblotch viroid, complete genome
NC_010178	13071	Pineapple mealybug wilt-associated virus 1	Pineapple mealybug wilt-associated virus 1, complete genome
NC_003446	5619	Strawberry mottle virus	Strawberry mottle virus, segment NC_003446
NC_014458	59598	Mycobacterium virus Angelica	Mycobacterium virus Angelica, complete genome
NC_014459	59798	Mycobacterium virus Crimd	Mycobacterium virus Crimd, complete genome
NC_014460	41207	Staphylococcus virus SAP26	Staphylococcus virus SAP26, complete genome
NC_001867	12708	Walleye dermal sarcoma virus	Walleye dermal sarcoma virus, complete genome
NC_007995	8864	Campoletis sonorensis ichnovirus	Campoletis sonorensis ichnovirus, segment I2
NC_008006	10757	Campoletis sonorensis ichnovirus	Campoletis sonorensis ichnovirus, segment N
NC_008199	69059	Mycobacterium phage Pipefish	Mycobacterium phage Pipefish, complete genome
NC_008266	8539	Narcissus common latent virus	Narcissus common latent virus, complete genome
NC_005822	32172	Lactococcus phage phiLC3	Lactococcus phage phiLC3, complete genome
NC_001416	48502	Escherichia virus Lambda	Escherichia virus Lambda, complete genome
NC_004667	17919	Grapevine leafroll-associated virus 3	Grapevine leafroll-associated virus 3, complete genome
NC_005214	6423	Uukuniemi virus	Uukuniemi virus, segment L
NC_001451	27608	Infectious bronchitis virus	Infectious bronchitis virus, complete genome
NC_014470	29276	Bat coronavirus BM48-31/BGR/2008	Bat coronavirus BM48-31/BGR/2008, complete genome
NC_007069	13883	Phytophthora alphaendornavirus 1	Phytophthora alphaendornavirus 1, complete genome
NC_005045	42519	Pseudomonas phage phiKMV	Pseudomonas phage phiKMV, complete genome
NC_008604	10837	Culex flavivirus	Culex flavivirus, complete genome
NC_009942	11029	West Nile virus lineage 1	West Nile virus lineage 1, complete genome
NC_001510	5149	Minute virus of mice	Minute virus of mice, complete genome
NC_015228	8837	Sweet potato vein clearing virus	Sweet potato vein clearing virus, complete genome
NC_003797	10818	Sweet potato mild mottle virus	Sweet potato mild mottle virus, complete genome
NC_001445	9741	Plum pox virus	Plum pox virus, complete genome
NC_001517	9640	Pepper mottle virus	Pepper mottle virus, complete genome
NC_001616	9704	Potato virus Y	Potato virus Y, complete genome
NC_001814	9535	Ryegrass mosaic virus	Ryegrass mosaic virus, complete genome
NC_002600	9709	Peanut mottle virus	Peanut mottle virus, complete genome
NC_007048	42732	Staphylococcus virus 69	Staphylococcus virus 69, complete genome
NC_007728	10046	East Asian Passiflora virus	East Asian Passiflora virus, complete genome
NC_025419	168402	Escherichia phage RB3	Escherichia phage RB3, complete genome
NC_025448	165179	Enterobacteria phage RB27	Enterobacteria phage RB27, complete genome
NC_029022	46895	Clostridium phage phiCT9441A	Clostridium phage phiCT9441A, complete genome
NC_014789	184409	Ostreococcus tauri virus 2	Ostreococcus tauri virus 2, complete genome
NC_014791	9070	Ugandan cassava brown streak virus	Ugandan cassava brown streak virus, complete genome
NC_009895	4309	Akabane virus	Akabane virus, segment M
NC_004045	2843	Beet western yellows ST9 associated virus	Beet western yellows ST9 associated virus, complete genome
NC_001959	7654	Norovirus GI	Norovirus GI, complete genome
NC_001662	4801	Aleutian mink disease virus	Aleutian mink disease virus, complete genome
NC_002686	124784	Cercopithecine alphaherpesvirus 9	Cercopithecine alphaherpesvirus 9, complete genome
NC_023611	198533	Invertebrate iridescent virus 30	Invertebrate iridescent virus 30, complete genome
NC_023613	204815	Invertebrate iridovirus 25	Invertebrate iridovirus 25, complete genome
NC_023615	196456	Invertebrate iridescent virus 22	Invertebrate iridescent virus 22, complete genome
NC_003399	9324	Scallion mosaic virus	Scallion mosaic virus, complete genome
NC_003492	9532	Bean yellow mosaic virus	Bean yellow mosaic virus, complete genome
NC_005904	9463	Hordeum mosaic virus	Hordeum mosaic virus, complete genome
NC_007147	9611	Pennisetum mosaic virus	Pennisetum mosaic virus, complete genome
NC_008196	56852	Mycobacterium virus Llij	Mycobacterium virus Llij, complete genome
NC_011023	52892	Mycobacterium virus Pukovnik	Mycobacterium virus Pukovnik, complete genome
NC_003243	11822	Australian bat lyssavirus	Australian bat lyssavirus, complete genome
NC_012783	226205	Cercopithecine betaherpesvirus 5	Cercopithecine betaherpesvirus 5, complete genome
NC_012784	44492	Staphylococcus phage phiPVL-CN125	Staphylococcus phage phiPVL-CN125, complete genome
NC_016071	145964	Salmonella phage PVP-SE1	Salmonella phage PVP-SE1, complete genome
NC_016072	1259197	Megavirus chiliensis	Megavirus chiliensis, complete genome
NC_016073	157950	Salmonella phage SFP10	Salmonella phage SFP10, complete genome
NC_001540	5517	Bovine parvovirus	Bovine parvovirus, complete genome
NC_008028	9548	Daphne mosaic virus	Daphne mosaic virus, complete genome
NC_009741	9804	Basella rugose mosaic virus	Basella rugose mosaic virus, complete genome
NC_009744	9659	Wild tomato mosaic virus	Wild tomato mosaic virus, complete genome
NC_009995	9730	Moroccan watermelon mosaic virus	Moroccan watermelon mosaic virus, complete genome
NC_010105	170523	Escherichia phage JS98	Escherichia phage JS98, complete genome
NC_014793	10436	Mud crab virus	Mud crab virus, complete genome
NC_011038	38677	Yersinia phage Yepe2	Yersinia phage Yepe2, complete genome
NC_011039	70110	Mycobacterium phage Predator	Mycobacterium phage Predator, complete genome
NC_011041	137947	Escherichia phage V5	Escherichia phage V5, complete genome
NC_003313	33106	Vibrio virus K139	Vibrio virus K139, complete genome
NC_002593	100999	Plutella xylostella granulovirus	Plutella xylostella granulovirus, complete genome
NC_016080	8315	Mirabilis jalapa mottle virus	Mirabilis jalapa mottle virus, complete genome
NC_003661	1640	Nilaparvata lugens reovirus	Nilaparvata lugens reovirus, segment 9
NC_003714	2948	Pseudomonas virus phi6	Pseudomonas virus phi6, segment S
NC_004142	3096	Boolarra virus	Boolarra virus, segment RNA 1
NC_004185	2432	Colorado tick fever virus	Colorado tick fever virus, segment 5
NC_003760	1578	Rice dwarf virus	Rice dwarf virus, segment 7
NC_003764	1397	Rice dwarf virus	Rice dwarf virus, segment 8
NC_016924	185139	Cotia virus SPAn232	Cotia virus SPAn232, complete genome
NC_010735	9742	Verbena virus Y	Verbena virus Y, complete genome
NC_010736	9842	Algerian watermelon mosaic virus	Algerian watermelon mosaic virus, complete genome
NC_011560	9973	Zantedeschia mild mosaic virus	Zantedeschia mild mosaic virus, complete genome
NC_011918	9792	Pepper veinal mottle virus	Pepper veinal mottle virus, complete genome
NC_014037	9782	Sugarcane streak mosaic virus	Sugarcane streak mosaic virus, complete genome
NC_009235	48674	Burkholderia virus phi6442	Burkholderia virus phi6442, complete genome
NC_009552	40863	Geobacillus virus E2	Geobacillus virus E2, complete genome
NC_027979	168401	Enterobacteria phage RB68	Enterobacteria phage RB68, complete genome
NC_015249	39270	Enterobacteria phage 285P	Enterobacteria phage 285P, complete genome
NC_015251	235229	Aeromonas virus 65	Aeromonas virus 65, complete genome
NC_004579	6610	Mamastrovirus 10	Mamastrovirus 10, complete genome
NC_015252	36953	Brochothrix phage NF5	Brochothrix phage NF5, complete genome
NC_015253	127065	Brochothrix phage A9	Brochothrix phage A9, complete genome
NC_015254	41518	Brochothrix phage BL3	Brochothrix phage BL3, complete genome
NC_015262	37664	Clostridium phage phiCD6356	Clostridium phage phiCD6356, complete genome
NC_015263	114768	Lactococcus phage 949	Lactococcus phage 949, complete genome
NC_013259	7913	Tomato infectious chlorosis virus	Tomato infectious chlorosis virus, segment RNA 2
NC_005983	2750	Blotched snakehead virus	Blotched snakehead virus, segment B
NC_006440	1839	Amasya cherry disease-associated mycovirus	Amasya cherry disease-associated mycovirus, segment NC_006440
NC_011042	39252	Enterobacteria phage EcoDS1	Enterobacteria phage EcoDS1, complete genome
NC_011043	41181	Klebsiella phage K11	Klebsiella phage K11, complete genome
NC_011044	69904	Mycobacterium phage Nigel	Mycobacterium phage Nigel, complete genome
NC_011045	38841	Enterobacteria phage 13a	Enterobacteria phage 13a, complete genome
NC_011046	29305	Lactococcus virus Bibb29	Lactococcus virus Bibb29, complete genome
NC_004124	8223	Sweet potato chlorotic stunt virus	Sweet potato chlorotic stunt virus, segment RNA 2
NC_012671	10865	Quang Binh virus	Quang Binh virus, complete genome
NC_012663	60074	Lactococcus phage P087	Lactococcus phage P087, complete genome
NC_002520	232392	Amsacta moorei entomopoxvirus	Amsacta moorei entomopoxvirus, complete genome
NC_014038	9965	Sunflower chlorotic mottle virus	Sunflower chlorotic mottle virus, complete genome
NC_014325	9741	Bidens mottle virus	Bidens mottle virus, complete genome
NC_014536	9870	Brugmansia suaveolens mottle virus	Brugmansia suaveolens mottle virus, complete genome
NC_015394	9682	Hardenbergia mosaic virus	Hardenbergia mosaic virus, complete genome
NC_009762	47785	Staphylococcus phage tp310-2	Staphylococcus phage tp310-2, complete genome
NC_009803	84201	Thermus virus P23-45	Thermus virus P23-45, complete genome
NC_009817	79232	Lactococcus virus KSY1	Lactococcus virus KSY1, complete genome
NC_015264	40973	Pseudomonas phage phiIBB-PF7A	Pseudomonas phage phiIBB-PF7A, complete genome
